Price,Close,High,Low,Open,Volume,returns,log_returns,volatility_20,momentum_20,drawdown
Ticker,^NSEI,^NSEI,^NSEI,^NSEI,^NSEI,,,,,
Date,,,,,,,,,,
2022-01-04,17805.25,17827.599609375,17593.55078125,17681.400390625,247400,0.01018687423526421,0.01013533773365083,0.00986642920690275,0.03659322278659194,-0.03635865859781718
2022-01-05,17925.25,17944.69921875,17748.849609375,17820.099609375,251500,0.0067395852346920915,0.006716975758933995,0.00928123820591279,0.026073641580446116,-0.029864115641764225
2022-01-06,17745.900390625,17797.94921875,17655.55078125,17768.5,236500,-0.010005417462796928,-0.01005580805311726,0.00961144295005324,0.013076026018252307,-0.039570730160408026
2022-01-07,17812.69921875,17905.0,17704.55078125,17797.599609375,239300,0.003764183651131514,0.0037571168401497185,0.009632156004146266,0.017211653278362826,-0.0359554980048096
2022-01-10,18003.30078125,18017.44921875,17879.150390625,17913.30078125,232400,0.010700318921871732,0.010643475643964555,0.009621432079737055,0.03656388992846149,-0.025639914378584077
2022-01-11,18055.75,18081.25,17964.400390625,17997.75,220200,0.002913311252602302,0.0029090757855369247,0.009568978878864858,0.042184924178293226,-0.022801300177056633
2022-01-12,18212.349609375,18227.94921875,18128.80078125,18170.400390625,245000,0.008673115731830494,0.008635720331115329,0.009477633312731226,0.05754173274372354,-0.014325942760497873
2022-01-13,18257.80078125,18272.25,18163.80078125,18257.0,303700,0.0024956237305924223,0.002492514833041471,0.009473326976946897,0.058521391419788626,-0.01186607119262176
2022-01-14,18255.75,18286.94921875,18119.650390625,18185.0,229500,-0.00011232356375068253,-0.00011232987251458901,0.008501572745272929,0.07480340765432025,-0.011977061916968368
2022-01-17,18308.099609375,18321.55078125,18228.75,18235.650390625,266700,0.0028675682661627455,0.0028634646353713476,0.006041851303581542,0.10195498250155466,-0.009143838693480616
2022-01-18,18113.05078125,18350.94921875,18085.900390625,18337.19921875,227500,-0.010653690567923424,-0.010710847446216868,0.006860072285074231,0.08003179344740552,-0.01970011363336064
2022-01-19,17938.400390625,18129.19921875,17884.900390625,18129.19921875,276700,-0.00964224043394124,-0.009689027834056424,0.007272354403330111,0.05797258209991951,-0.029152400835073068
2022-01-20,17757.0,17943.69921875,17648.44921875,17921.0,258100,-0.010112406160797005,-0.010163883876396832,0.007752099100244678,0.04008764958379141,-0.038970006078063474
2022-01-21,17617.150390625,17707.599609375,17485.849609375,17613.69921875,277600,-0.007875745304668613,-0.00790692279190989,0.007954378520656936,0.036074418326839774,-0.046538833540339844
2022-01-24,17149.099609375,17599.400390625,16997.849609375,17575.150390625,323800,-0.02656790518738339,-0.02692721026213864,0.010126719859654004,0.003678373509400812,-0.0718702994106921
2022-01-25,17277.94921875,17309.150390625,16836.80078125,17001.55078125,326500,0.007513491221694313,0.0074854055398087425,0.010082136704127114,0.0025937776536637536,-0.0648968050527206
2022-01-27,17110.150390625,17182.5,16866.75,17062.0,395600,-0.00971173291462768,-0.009759199363728934,0.010320488068095063,-0.006009737713061458,-0.07397827752966359
2022-01-28,17101.94921875,17373.5,17077.099609375,17208.30078125,355300,-0.0004793161771092791,-0.0004794310858279706,0.01032037548380842,-0.005928871255259982,-0.07442213472159827
2022-01-31,17339.849609375,17410.0,17264.150390625,17301.05078125,321700,0.0139107178709299,0.01381485185545943,0.010618478080519786,-0.0008183202904040732,-0.06154668217013293
2022-02-01,17576.849609375,17622.400390625,17244.55078125,17529.44921875,386400,0.013667938611870323,0.013575374822651254,0.010472846371697195,-0.002771499091680507,-0.04871995983192833
